first_date,last_date,person,name,allegation,text,corruption,crime,elections,ethics,resolved,sexual-harassment-abuse,unresolved,censure,conviction,exclusion,expulsion,plea,reprimand,resignation,settlement
1995-09-05,1995-09-08,408420,Packwood,sexual misconduct and abuse of power,"On Sep. 5, 1995, the Senate Select Committee on Ethics investigated Packwood for sexual misconduct and abuse of power and recommended expulsion from the Senate. On Sep. 8, 1995, he [resigned](http://articles.latimes.com/1995-09-08/news/mn-43532_1_senator-packwood-resigns).",,,,,X,X,,,,,,,,X,
1995-08-25,1995-12-07,411725,Wilson,improper use of campaign funds and inadequate financial disclosure,"Wilson faced an allegation of improper use of campaign funds and inadequate financial disclosure. On Aug. 25, 1995, the Federal Elections Commission (FEC) transmitted information to the committee on Standards developed during an investigation On Dec. 7, 1995, the House Committee on Standards of Official Conduct [dismissed the complaint and issued a letter released publicly after Wilson admitted his error and paid a $90,000 fine](https://www.congress.gov/104/crpt/hrpt886/CRPT-104hrpt886.pdf).",,,X,,X,,,,,,,,,,
1995-06-28,2017-09-28,409154,Reynolds,"misuse of congressional staff for personal purposes, misuse of official resources, failure to repay personal debts and obstruction of justice; later convicted in state court of criminal sexual assault, aggravated sexual abuse, solicitation of child pornography and obstruction of justice on Aug. 22, 1995","On Jun. 28, 1995, the House Committee on Standards of Official Conduct investigated Reynolds for misuse of congressional staff for personal purposes, misuse of official resources, failure to repay personal debts and obstruction of justice. He was later convicted in state court of criminal sexual assault, aggravated sexual abuse, solicitation of child pornography and obstruction of justice on Aug. 22, 1995. On Sep. 1, 1995, he resigned. On Sep. 28, 2017, the U.S. District Court [convicted him on four misdemeanor counts alleging he failed to file a federal income tax return for four consecutive years](https://en.wikipedia.org/wiki/Mel_Reynolds#Later_career).",,,,X,X,X,,,X,,,,,X,
1995-06-14,1995-06-14,400551,Armey,improper use of congressional stationery,"In 1995, Armey faced an allegation of improper use of congressional stationery. On Jun. 2, 1995, Guitierrez filed a complaint on behalf of the Congressional Accountability Project. Armey admitted to the violation and the complaint was dismissed on June 13, 1995. [A public letter to Armey and a press statement were released on June 14, 1995](https://www.congress.gov/104/crpt/hrpt886/CRPT-104hrpt886.pdf).",,,,X,X,,,,,,,,,,
1994-11-29,1994-11-29,400143,Frost,using congressional staff for redistricting work [R. 45]; campaign contributions by congressional staff (18 U.S.C. § 603),"In 1994, the House Committee on Standards of Official Conduct investigated Frost for using congressional staff for redistricting work and campaign contributions by congressional staff. On Nov. 29, 1994, the complaint was dismissed and a public letter was released indicating that the committee found a technical violation of campaign regulations. Frost agreed to appropriate reimbursement.",,,X,X,X,,,,,,,,,,
1995-08-22,1995-08-22,403669,Durenberger,misuse of public funds while in office,"Durenberger faced an allegation of misuse of public funds while in office. On Aug. 22, 1995, he [pleaded guilty to five misdemeanor charges of abuse of a Congressional expense account](http://www.nytimes.com/1995/08/23/us/ex-senator-is-guilty-of-expense-abuses.html).",,,,X,X,,,,,,,X,,,
1994-06-30,2000-12-23,409422,Rostenkowski,"mail fraud, wire fraud, witness tampering, concealing a material fact, false statements, embezzlement, and conspiracy, for which he was indicted","Rostenkowski faced allegations of mail fraud, wire fraud, witness tampering, concealing a material fact, false statements, embezzlement, and conspiracy, for which he was indicted. On Jun. 30, 1994, member complaint was filed. On Aug. 17, 1994, the House Committee on Standards of Official Conduct deferred action at request of U.S. Attorney On Nov. 8, 1994, he defeated for reelection. On Apr. 10, 1996, he [pleaded guilty to mail fraud](http://www.nytimes.com/1996/04/10/us/rostenkowski-pleads-guilty-to-mail-fraud.html). On Dec. 23, 2000, he was [pardoned by President Clinton having already served 15 months in prison and two months in a halfway house in addition to paying a $100,000 fine](http://www.nytimes.com/2000/12/23/us/clinton-issues-a-pardon-to-ex-rep-rostenkowski.html).",X,,,,X,,,,,,,X,,,
1996-05-08,1996-05-08,406461,Kolter,stealing money from the House Post Office,"Kolter faced an allegation of stealing money from the House Post Office. On May. 8, 1996, he [pleaded guilty to one count of conspiring with the former House postmaster and others to steal from the office](https://www.washingtonpost.com/archive/politics/1996/05/08/kolter-guilty-in-post-office-scandal/a712baa5-36e1-4bb8-8255-7bb7ebb373a7/?utm_term=.207492fec1cd).",,X,,,X,,,,,,,X,,,
1994-02-12,1994-02-12,300054,Kay Bailey Hutchison,using state employees and time to conduct political and personal business while Texas State Treasurer,"Kay Bailey Hutchison faced an allegation of using state employees and time to conduct political and personal business while Texas State Treasurer. On Feb. 12, 1994, [acquitted on all charges in state court after prosecuters refused to present their case against Hutchison due to concerns over admissability of evidence](http://www.nytimes.com/1994/02/12/us/fight-over-evidence-results-in-acquittal-of-senator-in-texas.html).",,,X,,X,,,,,,,,,,
1995-03-25,1995-03-25,404006,Fauntroy,stealing from the House Bank,"Fauntroy faced an allegation of stealing from the House Bank. On Mar. 25, 1995, he [pleaded guilty to one count of violating the false statements statute regarding a charitable contribution](https://www.justice.gov/archive/opa/pr/Pre_96/March95/153.txt.html).",,X,,,X,,,,,,,X,,,
1992,1993-07-22,402114,Bustamante,racketeering and bribery,"Bustamante faced an allegation of racketeering and bribery. On Jul. 22, 1993, he was [convicted](http://www.nytimes.com/1993/07/22/us/federal-jury-convicts-ex-texas-congressman.html). In 1992, he lost his bid for re-election.",X,,,,X,,,,X,,,,,,
1992,1993-04-03,407282,Mavroules,accepting illegal gifts and misusing his office for private gain,"Mavroules faced an allegation of accepting illegal gifts and misusing his office for private gain. On Apr. 3, 1993, he [pleaded guilty and served 15 months in prison](http://www.nytimes.com/1993/08/03/us/ex-congressman-to-go-to-prison.html). In 1992, he lost the election.",,,,X,X,,,,,,,X,,,
1992-03-02,1992-03-02,400692,Adams,rape and sexual harassment,"In 1992, Adams was [accused of rape and sexual harassment](http://www.nytimes.com/1992/03/02/us/brock-adams-quits-senate-race-amid-sex-misconduct-allegations.html) and quit his Senate race as a result.",,,,,X,X,,,,,,,,,
1992,1994-12-13,408632,Perkins,bank fraud and lying to investigators,"Perkins faced an allegation of bank fraud and lying to investigators. On Dec. 13, 1994, he [pleaded guilty](https://www.justice.gov/archive/opa/pr/Pre_96/December94/697.txt.html). In 1992, [perkins' district, the Kentucky 7th was eliminated by redistricting and Perkins did not seek re-election in the newly created 5th district in 1992](https://en.wikipedia.org/wiki/Carl_C._Perkins#Biography).",,X,,,X,,,,,,,X,,,
1992,1994-04-06,405724,Hubbard,obstruction of justice and misappropriation of campaign funds involving the House Bank,"Hubbard faced an allegation of obstruction of justice and misappropriation of campaign funds involving the House Bank. On Apr. 6, 1994, he [pleaded guilty](https://www.washingtonpost.com/archive/politics/1994/04/06/guilty-plea-entered-in-bank-scandal/0b98374f-4133-4e78-af07-c47a4b6bfdcb/?utm_term=.5417f6473e72). In 1992, he lost the election.",,X,X,,X,,,,,,,X,,,
1992,1997-09-30,408313,Oakar,"lying to the FBI, using the House Bank to convert public money to her own use","Oakar faced an allegation of lying to the FBI, using the House Bank to convert public money to her own use. On Sep. 30, 1997, she [pleaded guitly to two misdemeanors](http://articles.chicagotribune.com/1997-09-30/news/9709300278_1_plead-rep-mary-rose-oakar-false-names). In 1992, she was not re-elected.",,X,,,X,,,,,,,X,,,
1990-01-31,1990-01-31,403696,Dyson,misuse of office funds and sex discrimination in hiring,"On Jan. 31, 1990, the House Committee on Standards of Official Conduct dismissed allegations against Dyson for misuse of office funds and sex discrimination in hiring, having previously declined to consider the allegations when they were first lodged due to the proximity to election day in 1988.",,,,X,X,,,,,,,,,,
1990-01-31,1990-01-31,409901,Sikorksi,misuse of staff for personal errands,"In 1990, the House Committee on Standards of Official Conduct investigated Sikorksi for misuse of staff for personal errands and on Jan. 31, 1990 the complaint was dismissed.",,,,X,X,,,,,,,,,,
1991,1992,402990,Alan Cranston,"improperly intervening on behalf of Charles Keating, Jr. and his savings and loan business","In 1989, Sen. Cranston (along with Sens. DeConcini, Glenn, McCain and Riegle) was accused of improperly intervening with federal banking regulators on behalf of Charles Keating, Jr. and his savings and loan business. Because Keating's campaign contributions came so close in time to Cranston's actions, he was [reprimanded by the Senate Select Committee on Ethics in front of the full Senate](https://alamedamgr.files.wordpress.com/2018/04/cq-almanac-online-edition-keating-five.pdf). An odd aspect of Cranston's ""punishment"" was that he was allowed to rebut his reprimand on the floor of the Senate. To his colleagues' displeasure, he declared that [if he was guilty of wrongdoing, then so was the entire Senate](https://alamedamgr.files.wordpress.com/2018/04/cq-almanac-online-edition-keating-five.pdf). He did not run for re-election in 1992.",,,,X,X,,,,,,,,,,
1991-11-20,1994,403346,Dennis DeConcini,"improperly intervening on behalf of Charles Keating, Jr. and his savings and loan business","In 1989, Sen. DeConcini was accused of improperly intervening with federal banking regulators on behalf of Charles Keating, Jr. and his savings and loan business. The Senate Select Committee on Ethics published a report in which DeConcini was criticized for giving the appearance of impropriety, but not punished because he had not violated any Senate rules.",,,,X,X,,,,,,,,,,
1991-11-20,1994,409225,"Donald Riegle, Jr.","improperly intervening on behalf of Charles Keating, Jr. and his savings and loan business","In 1989, Sen. Riegle was accused of improperly intervening with federal banking regulators on behalf of Charles Keating, Jr. and his savings and loan business. The Senate Select Committee on Ethics published a report in which Riegle was criticized for giving the appearance of impropriety, but not punished because he had not violated any Senate rules.",,,,X,X,,,,,,,,,,
1991-11-20,1991-11-20,404598,John Glenn,"improperly intervening on behalf of Charles Keating, Jr. and his savings and loan business","In 1989, Sen. Glenn was accused of improperly intervening with federal banking regulators on behalf of Charles Keating, Jr. and his savings and loan business. In 1991, the Senate Select Committee on Ethics published a report in which charges were dismissed.",,,,X,X,,,,,,,,,,
1991-11-20,1991-11-20,300071,John McCain,"improperly intervening on behalf of Charles Keating, Jr. and his savings and loan business","In 1989, Sen. McCain was accused of improperly intervening with federal banking regulators on behalf of Charles Keating, Jr. and his savings and loan business. In 1991, the Senate Select Committee on Ethics published a report in which charges were dismissed even though they did indicate that McCain had demonstrated poor judgement in attending a meeting with federal regulators on Keating's behalf. McCain remained in the Senate until his death in 2018. In the intervening years, he [testified against Keating (the only one of the five to do so)](https://en.wikipedia.org/wiki/Keating_Five#Aftermath) in a civil trial and became an [advocate of campaign finance reform](https://www.politifact.com/truth-o-meter/article/2018/aug/31/sen-john-mccain-fought-clean-money-politics-are-we/).",,,,X,X,,,,,,,,,,
1990-10-24,1990-10-04,406995,Lukens,"contributing to the unruliness of a female minor, e.g. sex with an underage girl on May 26, 1989, for which he was convicted as a misdemeanor; improper sexual advances to Capitol elevator operator on Oct. 17, 1990","Lukens faced an allegation of contributing to the unruliness of a female minor, e.g. sex with an underage girl on May 26, 1989, for which he was convicted as a misdemeanor; and of improper sexual advances to a Capitol elevator operator on Oct. 17, 1990.  On Oct. 4, 1990, he resigned. On Oct. 24, 1990, the preliminary inquiry resolution was amended to include the assertion of additional charges from Oct. 22, 1990. [The staff report was published on Oct. 24, 1990](https://ethics.house.gov/sites/ethics.house.gov/files/comm_print_10241990.pdf).",,,,,X,X,,,,,,,,X,
1990-07-25,1990-07-25,403669,Durenberger,a wide range of financial misconduct,"Durenberger faced an allegation of a wide range of financial misconduct. On Jul. 25, 1990, the Senate [voted to denounce him, which appears to have been intended as a type of censure which acknowledges no ill intent](https://www.senate.gov/artandhistory/history/common/censure_cases/141DavidDurenberger.htm).",,,,X,X,,,X,,,,,,,
1989,1994-02-12,410574,Swindall,money laundering and lying to the FBI,"Swindall faced an allegation of money laundering and lying to the FBI. In 1989, he was [convicted](http://articles.latimes.com/1994-02-12/news/mn-21903_1_pat-swindall). On Feb. 12, 1994, [started serving a one year prison sentence in a minimum-security federal prison after remaining free on bond while his appeals were active](http://articles.latimes.com/1994-02-12/news/mn-21903_1_pat-swindall).",,X,,,X,,,,X,,,,,,
1990-07-20,1990-07-26,400140,Frank,"1) use of personal residence for prostitution by third parties, 2) improper contacts with probation office on behalf of personal assistant, 3) improper dismissal of assistant’s parking tickets, and 4) sexual activity in the House gymnasium","Frank faced an allegation of 1) use of personal residence for prostitution by third parties, 2) improper contacts with probation office on behalf of personal assistant, 3) improper dismissal of assistant’s parking tickets, and 4) sexual activity in the House gymnasium. Frank admitted preparing a memo containing misleading statements that could be perceived as an attempt to use political influence in a judicial matter and arranging improper dismissal of parking tickets for personal assistant. The committee recommended reprimand and restitution of parking tickets, [12-0 on July 20, 1990](https://ethics.house.gov/sites/ethics.house.gov/files/Hrpt101-610.pdf). On Jul. 26, 1990, he was [reprimanded, 408-18](https://www.govtrack.us/congress/votes/101-1990/h271).",,X,,X,X,,,,,,,,X,,
1990-03-08,1990-03-08,404587,Gringrich,"using book partnership to avoid outside income limits or to obtain impermissible gifts or contributions, improper use of official resources to prepare book, and inadequate financial disclosure","In 1990, the House Committee on Standards of Official Conduct investigated Gringrich for using book partnership to avoid outside income limits or to obtain impermissible gifts or contributions, improper use of official resources to prepare book, and inadequate financial disclosure. The committee issued a statement on Mar. 8, 1990.",,,,X,X,,,,,,,,,,
1989-11-20,1990-01-31,409593,Savage,improper sexual advances toward a female Peace Corps volunteer (March 1989),"Savage faced an allegation of improper sexual advances toward a female Peace Corps volunteer in March 1989. On Nov. 20, 1989, Savage apologized. On Jan. 31, 1990, the House Committee on Standards of Official Conduct [issued a public report disapproving of his conduct, 12-0](https://ethics.house.gov/sites/ethics.house.gov/files/Hrpt101-397_0.pdf).",,,,,X,X,,,,,,,,,
1989-10-31,1990-01-07,404422,Garcia,"conspiracy and Travel Act violations (receipt of $170,000 in payments, loan, and a diamond necklace from defense contractor), for which Garcia and his wife were convicted on Oct. 20, 1989, four counts of bribery and receipt of illegal gratuities, for which he was acquitted","In 1989, the House Committee on Standards of Official Conduct investigated Garcia for conspiracy and Travel Act violations (receipt of $170,000 in payments, loans, and a diamond necklace from a defense contractor), for which Garcia and his wife were convicted on Oct. 20, 1989, four counts of bribery and receipt of illegal gratuities, for which he was acquitted. On Jan. 7, 1990, he [resigned](http://articles.latimes.com/1990-01-03/news/mn-190_1_robert-garcia).",X,,,,X,,,,,,,,,X,
1989-10-18,1989,401231,Bates,sexual harassment and improper campaign activity in congressional office,"In 1989, the House Committee on Standards of Official Conduct investigated Bates for sexual harassment and improper campaign activity in congressional office. On Oct. 18, 1989, the committee adopted a public letter of reproval. In 1989, he [admitted to violations and wrote personal letter of apology](https://www.rollcall.com/news/politics/congress-took-three-decades-come-far-sexual-harassment-victim-says).",,,X,X,X,X,,,,,,,X,,
1989-04-17,1989-06-30,411912,"Wright, Jr.","improper lobbying efforts on behalf of a constituent with whom Rep. Wright had an interest in a private gas well, 2) intervention in a matter before the Department of the Interior on behalf of Texas Oil and Gas Company, 3) improper use of campaign funds to pay for publication of a book for which Wright received a 55% royalty (Reflections of a Public Man), 4) improper use of government resources on the book, 5) improper use of a condominium in Fort Worth, TX (free and below market housing from real estate developer George Mallick) and 6) exercise of undue influence with officials of the Federal Home Loan Bank Board on behalf of four Texas businessmen regarding the savings and loan crisis","In 1989, the House Committee on Standards of Official Conduct investigated Wright for improper lobbying efforts on behalf of a constituent with whom Wright had an interest in a private gas well, 2) intervention in a matter before the Department of the Interior on behalf of Texas Oil and Gas Company, 3) improper use of campaign funds to pay for publication of a book for which Wright received a 55% royalty (Reflections of a Public Man), 4) improper use of government resources on the book, 5) improper use of a condominium in Fort Worth, TX (free and below market housing from real estate developer George Mallick) and 6) exercise of undue influence with officials of the Federal Home Loan Bank Board on behalf of four Texas businessmen regarding the savings and loan crisis. On Apr. 17, 1989, the committee made the report of Special Outside Counsel public. On Jun. 30, 1989, [rep. Wright resigned as Speaker on House floor after having announced his intent to do so in May](https://www.washingtonpost.com/wp-srv/politics/special/clinton/frenzy/wright.htm).",,,X,X,X,,,,,,,,,X,
1988-02-17,1988-08-05,401418,Biaggi,"accepting illegal gratuities, obstruction of justice and violation of the Travel Act on Sept. 22, 1987 because he accepted free vacations in exchange for using influence, for which he was convicted","In 1988, the House Committee on Standards of Official Conduct investigated Biaggi for accepting illegal gratuities, obstruction of justice and violation of the Travel Act on Sept. 22, 1987 because he accepted free vacations in exchange for using influence, for which he was convicted. On Feb. 17, 1988 the committee recommended expulsion, 12-0. On Aug. 5, 1988, he [resigned after an additional conviction](http://articles.latimes.com/1988-08-05/news/mn-8579_1_mario-biaggi).",X,,,,X,,,,X,,,,,X,
1988-03-23,1994,409400,Rose III,borrowing campaign funds for personal use and inadequate financial disclosure,"In 1988, the House Committee on Standards of Official Conduct investigated Rose for borrowing campaign funds for personal use and inadequate financial disclosure. On Mar. 23, 1988, the committee adopted a public letter of reproval, 9-3. In 1994, he [paid civil fine of $12,500](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",,,X,,X,,,,,,,,X,,
1987-12-16,1987-12-18,408052,Murphy,improper use of official resources and violation of House rules regarding voting,"In 1987, the House Committee on Standards of Official Conduct investigated Murphy for improper use of official resources and violation of House rules regarding voting and recommended reprimand, 11-0. On Dec. 18, 1987, the House of Representatives [reprimanded him, 324-68](https://www.govtrack.us/congress/votes/100-1987/h472).",,,,X,X,,,,,,,,X,,
1986-02-05,1987-12-14,401582,Boner,"violations of the gift rule, improper use of campaign funds, conflict of interest, and improper use of official resources","On Feb. 5, 1986, the House Committee on Standards of Official Conduct began investigating Boner for violations of the gift rule, improper use of campaign funds, conflict of interest, and improper use of official resources and preliminary inquiry authorized. On Apr. 23, 1987, the House Committee on Standards of Official Conduct deferred at DOJ request. On Sep. 23, 1987, [Boner was elected mayor of Nashville](http://www.nytimes.com/1987/09/23/us/congressman-elected-mayor.html). On Oct. 5, 1987, he resigned from Congress. On Dec. 14, 1987, the House Committee on Standards of Official Conduct [staff report was published](https://ethics.house.gov/committee-report/staff-report-matter-representative-william-h-boner).",,X,X,X,X,,,,,,,,,X,
1987-10-15,1987-10-15,410251,Stallings,improper use of campaign funds (loan to congressional employee),"In 1987, the House Committee on Standards of Official Conduct investigated Stallings for improper use of campaign funds (loan to congressional employee) and on Oct. 15, 1987, adopted a public letter of reproval, 12-0.",,,X,,X,,,,,,,,X,,
1987-04-09,1987-04-09,410231,St. Germain,"accepting free flights on corporate aircraft, intervening on behalf of an organization in which he had a financial interest and inadequate financial disclosure","In 1987, the House Committee on Standards of Official Conduct investigated St. Germain for accepting free flights on corporate aircraft, intervening on behalf of an organization in which he had a financial interest and inadequate financial disclosure and, on Apr. 9, 1987, recommended no sanction.",,,,X,X,,,,,,,,,,
1987-06-17,1987-06-17,408313,Oakar,purchase of a townhouse with a member of her staff and improper salary disbursements to an employee,"In 1987, the House Committee on Standards of Official Conduct investigated Oakar for purchase of a townhouse with a member of her staff and improper salary disbursements to an employee. An informal staff review of press allegations found improper payments but no fraudulent intent. The committee recommended no sanction and on Jun. 17, 1987, letter released publicly.",,,,X,X,,,,,,,,,,
1986-09-30,1986-09-30,411395,Weaver,"borrowing approximately $82,000 in campaign funds for personal use and inadequate financial disclosure of commodity investment transactions","In 1987, the House Committee on Standards of Official Conduct investigated Weaver for borrowing approximately $82,000 in campaign funds for personal use and inadequate financial disclosure of commodity investment transactions and on Sep. 30, 1986 recommended no sanction.",,,X,,X,,,,,,,,,,
1986-09-11,1986-09-11,410553,Sweeney,use of official resources for political purposes and requiring congressional staff required to campaign as a condition of continued employment,"On Sep. 11, 1986, the House Committee on Standards of Official Conduct investigated Sweeney for use of official resources for political purposes and requiring congressional staff to campaign as a condition of continued employment and determined that the campaign activities occurred in the district office with no evidence Sweeney directed or condoned the improper activities.",,,X,X,X,,,,,,,,,,
1986-02-05,1986-02-05,403178,Daniel,accepting free flights on corporate aircraft (1983-85),"In 1986, the House Committee on Standards of Official Conduct investigated Daniel for accepting free flights on corporate aircraft (1983-85) and on Feb. 5, 1986 Daniel made restitution and amended the financial disclosure statement.",,,,X,X,,,,,,,,,,
1984-12-04,1984-12-04,404046,Ferraro,inadequate and improper financial disclosure,"In 1984, the House Committee on Standards of Official Conduct investigated Ferraro for inadequate and improper financial disclosure. The committee found technical violations, but no sanction was recommended and a report was filed on Dec. 4, 1984.",,,,X,X,,,,,,,,,,
1984-06-20,1985,405053,Hansen,"making false statements and failing to report nearly $334,000 in loans and profits from 1978-81","In 1984, the House Committee on Standards of Official Conduct investigated Hansen for making false statements and failing to report nearly $334,000 in loans and profits from 1978-81. On Jun. 20, 1984, the committee recommended reprimand, 11-1. On Jul. 31, 1984, the House of Representatives [reprimanded Hansen, 354-52](https://www.govtrack.us/congress/votes/98-1984/h793). On Nov. 6, 1984, Hansen was [defeated in the election by Richard Stallings](http://www.nytimes.com/1984/11/09/us/justice-dept-rebuts-rep-hansen-of-idaho.html). In 1985, the [conviction was vacated, U.S. v. Hansen, 906 F. Supp. 688 (1995)](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",,X,,X,X,,,,,,,,X,,
1983-11-17,1983-11-17,411725,Wilson,using cocaine and marijuana,"In 1983, the House Committee on Standards of Official Conduct investigated Wilson for using cocaine and marijuana and preliminary inquiry voted; Special Counsel investigated and found no basis for statement of alleged violation. On Nov. 17, 1983, the committee took no further action.",,X,,,X,,,,,,,,,,
1983-11-17,1983-11-17,403364,Dellums,using cocaine and marijuana,"In 1983, the House Committee on Standards of Official Conduct investigated Dellums for using cocaine and marijuana and preliminary inquiry voted; Special Counsel investigated and found no basis for statement of alleged violation. On Nov. 17, 1983, the committee took no further action.",,X,,,X,,,,,,,,,,
1983-07-14,1983-07-20,410496,Studds,sexual relationship with 17-year old male House page that occurred 10 years earlier in 1973,"On Jul. 14, 1983, the House Committee on Standards of Official Conduct investigated Studds for sexual relationship with 17-year old male House page that occurred 10 years earlier in 1973 and recommended reprimand and filed report, 11-1. On Jul. 20, 1983, the House of Representatives [rejected the reprimand recommendation, 289-136; censured Studds instead, 420-3](https://www.govtrack.us/congress/votes/98-1983/h246).",,,,,X,X,,X,,,,,,,
1983-07-14,1984-11-06,402985,Crane,a sexual relationship with a 17-year old female House page in 1980,"On Jul. 14, 1983, the House Committee on Standards of Official Conduct investigated Crane for a sexual relationship with a 17-year old female House page in 1980 and recommended reprimand, 11-1. On Jul. 20, 1983, the House of Representatives [rejected the reprimand recommendation, 289-136; censured him instead, 421-3](https://www.govtrack.us/congress/votes/98-1983/h244). On Nov. 6, 1984, he was defeated in the election.",,,,,X,X,,X,,,,,,,
1982-05-12,1982-08-25,409208,Richmond,"evading federal taxes, two misdemeanors involving a government contract, and misdemeanor possession of marijuana on Aug 25, 1982","In 1982, the House Committee on Standards of Official Conduct investigated Richmond for evading federal taxes (pleaded guilty to felony charge), two misdemeanors involving a government contract, and misdemeanor possession of marijuana on Aug. 25, 1982. On May. 12, 1982, the committee deferred its investigation at the request of the Department of Justice. On Aug. 25, 1982, he [resigned](https://www.upi.com/Archives/1982/08/25/Millionaire-Congressman-Fred-Richmond-pleaded-guilty-to-tax-and/6183399096000/).",,X,,,X,,,,,,,,,X,
1981-07-28,1981-07-28,400286,Murtha,bribery and conspiracy as part of ABSCAM investigation,"In 1981, the House Committee on Standards of Official Conduct investigated Murtha for bribery and conspiracy as part of ABSCAM investigation. On Jul. 28, 1981, the charges were dismissed and the Special Counsel resigned.",X,,,,X,,,,,,,,,,
1981-05-01,1982-03-11,411659,Williams,bribery connected with the ABSCAM sting,"Williams faced an allegation of bribery connected with the ABSCAM sting. On May. 1, 1981, he was convicted and the Senate Select Committee on Ethics opened an inquiry. On Sep. 3, 1981, the Senate Select Committee on Ethics filed its report. On Mar. 11, 1982, he [resigned to avoid an expulsion vote](https://www.senate.gov/artandhistory/history/common/expulsion_cases/140HarrisonWilliams_expulsion.htm).",X,,,,X,,,,X,,,,,X,
1981-04-13,1981-05-28,405496,Hinson,"arrested for engaging in sexual activity with a member of the same sex, then illegal in Washington, D.C.","In 1981, Hinson was arrested for engaging in sexual activity with a member of the same sex, then illegal in Washington, D.C. On Apr. 13, 1981, he [resigned](http://www.nytimes.com/1981/05/29/us/around-the-nation-hinson-pleads-no-contest-to-oral-sodomy-charge.html). On May. 28, 1981, he [pleaded no contest to charges of ""attempted oral sodomy"" in a House office building restroom](http://www.nytimes.com/1981/05/29/us/around-the-nation-hinson-pleads-no-contest-to-oral-sodomy-charge.html).",,X,,,X,,,,,,,X,,X,
1980-11-04,1981-01-26,406247,Kelly,bribery and conspiracy in the ABSCAM investigation,"Kelly faced an allegation of bribery and conspiracy in the ABSCAM investigation. On Nov. 4, 1980, he lost the election. On Jan. 26, 1981, he was [convicted](http://www.nytimes.com/1981/01/27/us/ex-representive-kelly-convicted-of-abscam-bribery.html).",X,,,,X,,,,X,,,,,,
1980-11-04,1980-12-03,408062,Murphy,taking an unlawful gratuity as part of ABSCAM investigation,"Murphy faced an allegation of taking an unlawful gratuity as part of ABSCAM investigation. On Nov. 4, 1980, he [lost the election](https://en.wikipedia.org/wiki/John_M._Murphy). On Dec. 3, 1980, he was [convicted](http://www.nytimes.com/1982/03/12/nyregion/7-from-congress-guilty-in-abscam.html).",X,,,,X,,,,X,,,,,,
1981-01-09,1981-05-20,406690,Lederer,"bribery, acceptance of an unlawful gratuity, conspiracy and Travel Act violations","Lederer resigned April 29, 1981 after the House Committee on Standards of Official Conduct [recommended expulsion](https://ethics.house.gov/sites/ethics.house.gov/files/Hrpt97-110.pdf), 10-2, following his conviction on charges of bribery. He was accused of bribery, acceptance of an unlawful gratuity, conspiracy and Travel Act violations.",X,,,,X,,,,X,,,,,X,
1980-11-04,1980-12-29,410779,Thompson,bribery charges in the ABSCAM investigation,Thompson was convicted in 1980 of bribery charges in the ABSCAM investigation.,X,,,,X,,,,X,,,,,X,
1980-10,1980-12-16,406001,"Jenrette, Jr.",bribery and conspiracy for accepting money in return for promising to use official influence as part of ABSCAM investigation,Jenrette was convicted of bribery and conspiracy for accepting money in return for promising to use official influence as part of the ABSCAM investigation.,X,,,,X,,,,X,,,,,X,
1980-08-30,1980-10-02,408094,Myers,"bribery, conspiracy and Travel Act violations as part of the ABSCAM investigation","Meyers was convicted of bribery in 1980 as part of the ABSCAM investigation and on Oct. 2, 1980, the House of Representatives [expelled him](https://www.govtrack.us/congress/votes/96-1980/h1222) in a 376-30 vote.",X,,,,X,,,,X,,X,,,,
1980-04-24,1980-06-10,411726,Wilson,accepting money from a person with direct interest in legislation; maintaining a person on payroll not performing duties commensurate with pay; personal use of campaign funds,"On Apr. 24, 1980, the House Committee on Standards of Official Conduct investigated Wilson for accepting money from a person with direct interest in legislation; maintaining a person on payroll not performing duties commensurate with pay; personal use of campaign funds and recommended censure and denial of chairmanship, 10-2. On Jun. 3, 1980, Wilson was [defeated in the primary](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf). On Jun. 10, 1980, the House of Representatives [agreed to an amendment deleting denial of chairmanship from sanction, 261-148; and censured Wilson by voice vote](https://www.govtrack.us/congress/votes/96-1980/h949).",,,X,,X,,,X,,,,,,,
1979-12-12,1980-03-26,404164,Flood,using official influence on behalf of private parties and foreign governments in return for unlawful payments,"On Dec. 12, 1979, the House Committee on Standards of Official Conduct investigated Flood for using official influence on behalf of private parties and foreign governments in return for unlawful payments and disciplinary hearing deferred due to hospitalization. On Jan. 31, 1980, he [resigned](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf). On Feb. 26, 1980, he pleaded guilty to misdemeanor of conspiracy to defraud government. On Mar. 26, 1980, the House Committee on Standards of Official Conduct [filed its report](https://ethics.house.gov/sites/ethics.house.gov/files/Hrpt96-856.pdf).",X,,,,X,,,,,,,X,,X,
